date,link,text
2019-09-24 17:46,https://newyork.craigslist.org/brk/egr/d/nys-licensed-architect-or-pe/6985840258.html,NYS Licensed Architect or PE
2019-09-24 11:06,https://newyork.craigslist.org/mnh/egr/d/new-york-corporate-interior-designer-in/6985479126.html,Corporate Interior Designer - (In-house)
2019-09-24 10:53,https://newyork.craigslist.org/mnh/egr/d/new-york-city-dob-filing-representative/6985467795.html,DOB Filing Representative- Freelance
2019-09-24 10:53,https://newyork.craigslist.org/mnh/egr/d/new-york-city-nyc-dob-architect/6985467171.html,NYC DOB_ Architect _ Architectural Services- filing set_ Freelancer
2019-09-23 21:50,https://newyork.craigslist.org/brk/egr/d/brooklyn-construction-project-manager/6985238698.html,Construction Project Manager
2019-09-23 17:48,https://newyork.craigslist.org/que/egr/d/project-architects/6985092545.html,Project Architect(s)
2019-09-23 10:55,https://newyork.craigslist.org/mnh/egr/d/new-york-interior-design-director/6984699179.html,Interior Design Director
2019-09-23 10:38,https://newyork.craigslist.org/mnh/egr/d/new-york-intermediate-sr-architect-5/6984683913.html,Intermediate - Sr. Architect / 5 Star Hospitality
2019-09-23 10:03,https://newyork.craigslist.org/brk/egr/d/brooklyn-draft-person-junior-architect/6984654831.html,Draft person / Junior Architect
2019-09-23 09:47,https://newyork.craigslist.org/brx/egr/d/bronx-drafter-salesperson/6984642369.html,Drafter/ Salesperson
2019-09-23 07:35,https://newyork.craigslist.org/brk/egr/d/brooklyn-architect-drafter/6984576039.html,Architect Drafter
2019-09-22 21:21,https://newyork.craigslist.org/que/egr/d/flushing-seeking-autocad-draft-persons/6984453708.html,Seeking AutoCad Draft persons
2019-09-22 11:28,https://newyork.craigslist.org/que/egr/d/wyandanch-cnc-operator-architectural/6984074358.html,CNC Operator Architectural Millwork
2019-09-21 16:41,https://newyork.craigslist.org/mnh/egr/d/new-york-intermediate-architect/6983724129.html,intermediate architect
2019-09-21 11:04,https://newyork.craigslist.org/mnh/egr/d/new-york-landscape-architect-assistant/6983442087.html,"Landscape architect assistant, project management trainee"
2019-09-20 15:53,https://newyork.craigslist.org/mnh/egr/d/new-york-project-administrator/6982985650.html,Project Administrator
2019-09-20 15:22,https://newyork.craigslist.org/que/egr/d/draftsman-assistant-project-manager/6982958179.html,"Draftsman, Assistant Project Manager"
2019-09-20 15:21,https://newyork.craigslist.org/que/egr/d/estimator/6982957261.html,Estimator
2019-09-20 15:19,https://newyork.craigslist.org/que/egr/d/project-manager/6982955918.html,Project Manager
2019-09-20 14:23,https://newyork.craigslist.org/mnh/egr/d/new-york-city-architect-engineer-mid/6982902668.html,Architect/Engineer (mid-level)
2019-09-20 13:56,https://newyork.craigslist.org/brk/egr/d/brooklyn-architect-engineer/6982876499.html,Architect  Engineer
2019-09-19 18:22,https://newyork.craigslist.org/mnh/egr/d/new-york-junior-architect-draft-person/6982370182.html,Junior Architect/Draft person
2019-09-19 17:38,https://newyork.craigslist.org/mnh/egr/d/new-york-construction-project-manager/6982340069.html,"Construction Project Manager ( Denver, CO)"
2019-09-19 15:40,https://newyork.craigslist.org/mnh/egr/d/new-york-senior-healthcare-designer/6982246779.html,Senior Healthcare Designer/Studio Director
2019-09-19 14:06,https://newyork.craigslist.org/mnh/egr/d/new-york-intermediate-architect/6982164127.html,Intermediate Architect
2019-09-19 12:10,https://newyork.craigslist.org/brk/egr/d/brooklyn-nys-registered-architect/6982058034.html,NYS Registered Architect
2019-09-19 11:11,https://newyork.craigslist.org/brk/egr/d/brooklyn-design-engineer-draftsperson/6982004871.html,Design Engineer / Draftsperson
2019-09-19 10:42,https://newyork.craigslist.org/mnh/egr/d/office-assistants-and-autocad-draft/6981979950.html,Office Assistants and AutoCad Draft persons
2019-09-18 21:10,https://newyork.craigslist.org/mnh/egr/d/new-york-office-assistant/6981754878.html,Office Assistant
2019-09-18 20:41,https://newyork.craigslist.org/mnh/egr/d/new-york-part-time-architectural-civil/6981740285.html,Part time Architectural / Civil Engineering intern (NYC)
2019-09-18 17:55,https://newyork.craigslist.org/mnh/egr/d/new-york-seeking-permit-expeditor/6981638283.html,Seeking Permit Expeditor (Tribeca)
2019-09-18 17:29,https://newyork.craigslist.org/brk/egr/d/brooklyn-architect/6981618883.html,ARCHITECT
2019-09-18 17:25,https://newyork.craigslist.org/mnh/egr/d/new-york-mechanical-engineer-for/6981615644.html,Mechanical Engineer for Rapidly Growing Med Device Company
2019-09-18 17:20,https://newyork.craigslist.org/mnh/egr/d/new-york-trainee-project-manager-at/6981611591.html,Trainee Project Manager at High-End Glass Wall Company
2019-09-18 16:48,https://newyork.craigslist.org/que/egr/d/flushing-drafter-estimator-experienced/6981585804.html,Drafter/Estimator Experienced in steel fabrication
2019-09-18 13:29,https://newyork.craigslist.org/brk/egr/d/brooklyn-if-you-are-looking-for/6981407011.html,If you are looking for a rewarding Mechanical Technician Career
2019-09-17 18:15,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-architect/6980913889.html,Facade / Building Envelope Architect
2019-09-17 18:13,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-structural/6980912776.html,Facade / Building Envelope Structural Engineer
2019-09-17 16:05,https://newyork.craigslist.org/mnh/egr/d/new-york-local-law-11-inspector-engineer/6980811212.html,Local Law 11 Inspector / Engineer
2019-09-17 15:49,https://newyork.craigslist.org/mnh/egr/d/new-york-mechanical-hvac-engineer/6980797403.html,Mechanical - HVAC Engineer
2019-09-17 15:01,https://newyork.craigslist.org/mnh/egr/d/new-york-city-project-manager/6980754347.html,Project Manager
2019-09-17 12:11,https://newyork.craigslist.org/mnh/egr/d/new-york-city-architect-designer/6980589501.html,Architect/Designer
2019-09-17 11:05,https://newyork.craigslist.org/que/egr/d/flushing-structural-engineer/6980527453.html,Structural Engineer
2019-09-16 14:55,https://newyork.craigslist.org/stn/egr/d/staten-island-handyman-porters-needed/6979995190.html,HANDYMAN & PORTERS NEEDED IN STATEN ISLAND
2019-09-16 14:51,https://newyork.craigslist.org/stn/egr/d/staten-island-junior-architect/6979990779.html,Junior Architect
2019-09-16 14:37,https://newyork.craigslist.org/jsy/egr/d/new-york-system-network-administrator/6979977805.html,System/Network Administrator
2019-09-16 14:05,https://newyork.craigslist.org/que/egr/d/astoria-sketchup-2019-crackerjack/6979946135.html,◄◄  SKETCHUP 2019 CRACKERJACK WIZARD AVAILABLE TO FINISH YOUR PROJECT
2019-09-16 10:01,https://newyork.craigslist.org/fct/egr/d/mamaroneck-civil-engineer-structural/6979716985.html,Civil Engineer / Structural Drafter
2019-09-15 18:41,https://newyork.craigslist.org/mnh/egr/d/new-york-city-civil-engineers-surveyors/6979440305.html,CIVIL ENGINEERS & Surveyors - All Levels
2019-09-15 17:30,https://newyork.craigslist.org/brk/egr/d/brooklyn-draftsman-junior-estimator/6979397365.html,Draftsman/junior estimator - Architectural  Metals
2019-09-15 12:38,https://newyork.craigslist.org/mnh/egr/d/new-york-junior-draftsman-architect/6979195080.html,Junior Draftsman/Architect with Purchasing Experience
2019-09-14 08:01,https://newyork.craigslist.org/fct/egr/d/ridgefield-construction-engineers/6978388472.html,Construction engineers
2019-09-13 15:13,https://newyork.craigslist.org/mnh/egr/d/new-york-electrical-engineer/6977996674.html,ELECTRICAL ENGINEER
2019-09-13 14:28,https://newyork.craigslist.org/que/egr/d/project-manager/6977953378.html,Project Manager
2019-09-13 14:26,https://newyork.craigslist.org/que/egr/d/estimator/6977952038.html,Estimator
2019-09-13 14:25,https://newyork.craigslist.org/que/egr/d/draftsman-assistant-project-manager/6977950839.html,"Draftsman, Assistant Project Manager"
2019-09-13 13:27,https://newyork.craigslist.org/brk/egr/d/brooklyn-structural-engineer-position/6977893247.html,Structural engineer position available.
2019-09-13 13:24,https://newyork.craigslist.org/brk/egr/d/drafters-for-direct-hire-position/6977890471.html,Drafters for direct hire position - Bilingual Russian
2019-09-13 11:20,https://newyork.craigslist.org/brx/egr/d/bronx-estimator-for-city-projects/6977770166.html,Estimator for city projects
